ordinal	assembly	fullName	name	action	target	basis
427	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullTexture	NullTexture	保留	NullTexture	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
428	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullTextureBinding	NullTextureBinding	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
429	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullTextureBindlessValue	NullTextureBindlessValue	删除	—	descriptor binding/value subclass 重复 WriteDescriptorSet/DescriptorHeap entry。
430	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullTextureView	NullTextureView	保留	NullTextureView	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
431	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.NullWorkGraph	NullWorkGraph	保留	NullWorkGraph	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
432	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.PendingSplitTransition	PendingSplitTransition	删除	—	split transition 由 BufferBarrier/TextureBarrier + BarrierFlags 的 tracker 直接保存。
433	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.PopDebugGroupPayload	PopDebugGroupPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
434	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.PushDebugGroupPayload	PushDebugGroupPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
435	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ResetQueryPoolPayload	ResetQueryPoolPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
436	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ResolveQueryPoolPayload	ResolveQueryPoolPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
437	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.ResolveTexturePayload	ResolveTexturePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
438	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.RetainedCommand	RetainedCommand	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
439	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.RetainedCommandKind	RetainedCommandKind	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
440	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.RetainedCommandStream	RetainedCommandStream	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
441	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetBindGroupPayload	SetBindGroupPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
442	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetDescriptorsPayload	SetDescriptorsPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
443	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetIndexBufferPayload	SetIndexBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
444	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetPipelinePayload	SetPipelinePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
445	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetPushConstantsPayload	SetPushConstantsPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
446	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetScissorPayload	SetScissorPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
447	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetShadingRateImagePayload	SetShadingRateImagePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
448	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetShadingRatePayload	SetShadingRatePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
449	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetStencilReferencePayload	SetStencilReferencePayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
450	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetVertexBufferPayload	SetVertexBufferPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
451	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.SetViewportPayload	SetViewportPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
452	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.TextureLayout	TextureLayout	保留	TextureLayout	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
453	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.TexturePlaneEnumerator	TexturePlaneEnumerator	保留	TexturePlaneEnumerator	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
454	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.TextureSubresourceEnumerator	TextureSubresourceEnumerator	保留	TextureSubresourceEnumerator	Null backend 的真实 owner、原子提交模拟或布局算法有独立职责。
455	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.WorkGraphBackingRegistration	WorkGraphBackingRegistration	删除	—	backing registration 是 NullWorkGraph 的状态，不是独立领域类型。
456	SomeEngine.Graphics.Null	SomeEngine.Graphics.Null.WriteTimestampPayload	WriteTimestampPayload	删除	—	Null command payload/Kind/boxed stream 是一命令一类型的重复层；合并为 Filament 式生成 CommandStream。
457	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccelerationStructureBuildAccess	AccelerationStructureBuildAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
458	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccelerationStructureFacts	AccelerationStructureFacts	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
459	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccelerationStructureInputsAccess	AccelerationStructureInputsAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
460	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccelerationStructureRow	AccelerationStructureRow	删除	—	resource/view canonical storage 直接复用 Desc + typed handle；不再为同一事实建立 Row 影子。
461	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccelerationStructureViewAccess	AccelerationStructureViewAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
462	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccessNormalizer	AccessNormalizer	保留	AccessNormalizer	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
463	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AccessRow	AccessRow	合并	PassInputData / PassOutputData	Unity compiler 将 read/write edge 表达为 PassInputData/PassOutputData；附件为 PassFragmentData。
464	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AliasBarrierRow	AliasBarrierRow	合并	BarrierGroup	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
465	SomeEngine.RenderGraph	SomeEngine.RenderGraph.AliasingStatistics	AliasingStatistics	保留	AliasingStatistics	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
466	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ArenaColumn<T>	ArenaColumn	保留	ArenaColumn<T>	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
467	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ArenaColumn<T>.Chunk	Chunk	保留	ArenaColumn<T>.Chunk	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
468	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ArenaColumn<T>.Enumerator	Enumerator	保留	ArenaColumn<T>.Enumerator	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
469	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ArenaSlice<T>	ArenaSlice	保留	ArenaSlice<T>	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
470	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ArenaSlice<T>.Enumerator	Enumerator	保留	ArenaSlice<T>.Enumerator	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
471	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BarrierRow	BarrierRow	合并	BarrierGroup	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
472	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BarrierRowKind	BarrierRowKind	删除	—	BarrierRowKind 与 flat barrier 类型重复；TransitionOrigin 只需 diagnostics bit，不是领域 enum。
473	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BarrierRowPayload	BarrierRowPayload	合并	BarrierGroup	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
474	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BindlessAccessRow	BindlessAccessRow	删除	—	query/bindless/shader argument 直接存于 PassData 的 typed collections；无额外 Row 类型。
475	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BottomLevelAccelerationStructureInputsAccess	BottomLevelAccelerationStructureInputsAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
476	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferAccess	BufferAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
477	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferBindlessAccess	BufferBindlessAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
478	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferBoundaryIndex	BufferBoundaryIndex	保留	BufferBoundaryIndex	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
479	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferImport	BufferImport	合并	ResourceUnversionedData	import 数据并入标准 ResourceUnversionedData；Buffer/Texture 只通过 typed handle 区分。
480	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferRow	BufferRow	删除	—	resource/view canonical storage 直接复用 Desc + typed handle；不再为同一事实建立 Row 影子。
481	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferTransitionRow	BufferTransitionRow	合并	BufferBarrier	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
482	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferUnorderedAccessRow	BufferUnorderedAccessRow	合并	BufferBarrier	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
483	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferUse	BufferUse	合并	AccessFlags	Unity AccessFlags 已包含 Read/Write/Discard/WriteAll；不再维护 Use/PriorContents/Coverage 三套枚举。
484	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferViewAccess	BufferViewAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
485	SomeEngine.RenderGraph	SomeEngine.RenderGraph.BufferViewRow	BufferViewRow	删除	—	resource/view canonical storage 直接复用 Desc + typed handle；不再为同一事实建立 Row 影子。
486	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ColorAttachment	ColorAttachment	删除	—	attachment 由 Unity 精确方法 SetRenderAttachment/SetRenderAttachmentDepth 声明，不再造参数 wrapper。
487	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ColorAttachmentRow	ColorAttachmentRow	改名	PassFragmentData	Unity RenderGraph 编译器已有精确 PassBreakReason/PassData/PassFragmentData 术语。
488	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CommandBatch	CommandBatch	保留	CommandBatch	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
489	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CommandSubmissionCpuTimings	CommandSubmissionCpuTimings	保留	CommandSubmissionCpuTimings	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
490	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CommandTask	CommandTask	删除	—	CPU record task 与 command unit 是 CommandBatch 之上的重复调度层；batch 直接持 RuntimeCmd。
491	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CommandUnitKind	CommandUnitKind	删除	—	AMD RPS RuntimeCmd 已以 cmdId 表示运行时命令身份；不再保留第二个 CommandUnitKind 类型。
492	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CommandUnitRow	CommandUnitRow	改名	RuntimeCmd	AMD RPS 已有精确 RuntimeCmd；不再把存储实现写进 Row 后缀。
493	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CompilerCpuTimings	CompilerCpuTimings	保留	CompilerCpuTimings	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
494	SomeEngine.RenderGraph	SomeEngine.RenderGraph.CullingStatistics	CullingStatistics	保留	CullingStatistics	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
495	SomeEngine.RenderGraph	SomeEngine.RenderGraph.DepthAttachmentDeclaration	DepthAttachmentDeclaration	删除	—	attachment 由 Unity 精确方法 SetRenderAttachment/SetRenderAttachmentDepth 声明，不再造参数 wrapper。
496	SomeEngine.RenderGraph	SomeEngine.RenderGraph.DepthStencilAttachment	DepthStencilAttachment	删除	—	attachment 由 Unity 精确方法 SetRenderAttachment/SetRenderAttachmentDepth 声明，不再造参数 wrapper。
497	SomeEngine.RenderGraph	SomeEngine.RenderGraph.DepthStencilAttachmentRow	DepthStencilAttachmentRow	改名	PassFragmentData	Unity RenderGraph 编译器已有精确 PassBreakReason/PassData/PassFragmentData 术语。
498	SomeEngine.RenderGraph	SomeEngine.RenderGraph.DescriptorGroupRow	DescriptorGroupRow	合并	WriteDescriptorSet	compiler descriptor/push constant rows 直接复用标准 descriptor/push-constant facts。
499	SomeEngine.RenderGraph	SomeEngine.RenderGraph.GraphArena	GraphArena	保留	GraphArena	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
500	SomeEngine.RenderGraph	SomeEngine.RenderGraph.GraphArena.Page	Page	保留	GraphArena.Page	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
501	SomeEngine.RenderGraph	SomeEngine.RenderGraph.GraphId	GraphId	合并	BufferHandle / TextureHandle / BufferViewHandle / TextureViewHandle / AccelerationStructureHandle / SamplerHandle / DescriptorHeapHandle / QueryPoolHandle	GraphId 是 untyped id；其身份并入 Unity 式 typed handles，不再单独存在。
502	SomeEngine.RenderGraph	SomeEngine.RenderGraph.GraphIdKind	GraphIdKind	删除	—	GraphIdKind 是 typed handles 之外的第二个判别真相，直接删除。
503	SomeEngine.RenderGraph	SomeEngine.RenderGraph.HeapRequirementRow	HeapRequirementRow	合并	MemoryRequirements	heap requirement 与已有标准 MemoryRequirements 合一。
504	SomeEngine.RenderGraph	SomeEngine.RenderGraph.InitialAccelerationStructureBuildAccess	InitialAccelerationStructureBuildAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
505	SomeEngine.RenderGraph	SomeEngine.RenderGraph.InvocationCpuTimings	InvocationCpuTimings	保留	InvocationCpuTimings	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
506	SomeEngine.RenderGraph	SomeEngine.RenderGraph.IPass<TParameters>	IPass	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
507	SomeEngine.RenderGraph	SomeEngine.RenderGraph.IPassParameters<TSelf>	IPassParameters	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
508	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ParameterSlice<T>	ParameterSlice	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
509	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassCommandScope	PassCommandScope	改名	RasterGraphContext / ComputeGraphContext / UnsafeGraphContext	Unity 当前回调按 pass 类型使用 RasterGraphContext/ComputeGraphContext/UnsafeGraphContext；不采用已废弃的单一 RenderGraphContext。
510	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassFlags	PassFlags	保留	PassFlags	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
511	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassParametersAttribute	PassParametersAttribute	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
512	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassPushConstantRow	PassPushConstantRow	合并	PushConstantRange	compiler descriptor/push constant rows 直接复用标准 descriptor/push-constant facts。
513	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassRollbackMarker	PassRollbackMarker	保留	PassRollbackMarker	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
514	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassRow	PassRow	改名	PassData	Unity RenderGraph 编译器已有精确 PassBreakReason/PassData/PassFragmentData 术语。
515	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassSchedulingAffinity	PassSchedulingAffinity	删除	—	调度亲和是 compiler policy，不是 pass authoring 公共事实。
516	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PassThunk<TPass, TParameters>	PassThunk	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
517	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PriorContents	PriorContents	合并	AccessFlags	Unity AccessFlags 已包含 Read/Write/Discard/WriteAll；不再维护 Use/PriorContents/Coverage 三套枚举。
518	SomeEngine.RenderGraph	SomeEngine.RenderGraph.PushConstantAttribute	PushConstantAttribute	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
519	SomeEngine.RenderGraph	SomeEngine.RenderGraph.QueryAccessRow	QueryAccessRow	删除	—	query/bindless/shader argument 直接存于 PassData 的 typed collections；无额外 Row 类型。
520	SomeEngine.RenderGraph	SomeEngine.RenderGraph.QueryAttribute	QueryAttribute	删除	—	改用 Unity 式 RenderGraphBuilder + PassData；删除自造 source-generated parameter ABI。
521	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RasterMergeBreakReason	RasterMergeBreakReason	改名	PassBreakReason	Unity RenderGraph 编译器已有精确 PassBreakReason/PassData/PassFragmentData 术语。
522	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RasterScopeCompiler	RasterScopeCompiler	保留	RasterScopeCompiler	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
523	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RasterStatistics	RasterStatistics	保留	RasterStatistics	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
524	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RayTracingAabbAccess	RayTracingAabbAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
525	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RayTracingTriangleAccess	RayTracingTriangleAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
526	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ReachabilityTable	ReachabilityTable	保留	ReachabilityTable	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
527	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ReferenceColumn<T>	ReferenceColumn	保留	ReferenceColumn<T>	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
528	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraph	RenderGraph	保留	RenderGraph	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
529	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraph.PassAccessHead	PassAccessHead	保留	RenderGraph.PassAccessHead	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
530	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler	RenderGraphCompiler	保留	RenderGraphCompiler	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
531	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.AccessHistory	AccessHistory	保留	RenderGraphCompiler.AccessHistory	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
532	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.CommandUnitTaskMetrics	CommandUnitTaskMetrics	删除	—	CPU record task 与 command unit 是 CommandBatch 之上的重复调度层；batch 直接持 RuntimeCmd。
533	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.ContentMask	ContentMask	保留	RenderGraphCompiler.ContentMask	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
534	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.PassBarrierChain	PassBarrierChain	保留	RenderGraphCompiler.PassBarrierChain	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
535	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.PassBarrierEntry	PassBarrierEntry	保留	RenderGraphCompiler.PassBarrierEntry	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
536	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.PassBarrierTable	PassBarrierTable	保留	RenderGraphCompiler.PassBarrierTable	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
537	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.PassPredecessorTable	PassPredecessorTable	保留	RenderGraphCompiler.PassPredecessorTable	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
538	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.ProducerIndex	ProducerIndex	保留	RenderGraphCompiler.ProducerIndex	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
539	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.ResourceQueueHistory	ResourceQueueHistory	保留	RenderGraphCompiler.ResourceQueueHistory	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
540	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.TextureBarrierTracker	TextureBarrierTracker	保留	RenderGraphCompiler.TextureBarrierTracker	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
541	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.TextureCell	TextureCell	保留	RenderGraphCompiler.TextureCell	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
542	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.TextureCellEnumerable	TextureCellEnumerable	保留	RenderGraphCompiler.TextureCellEnumerable	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
543	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphCompiler.TextureCellEnumerable.Enumerator	Enumerator	保留	RenderGraphCompiler.TextureCellEnumerable.Enumerator	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
544	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderGraphExecutionException	RenderGraphExecutionException	保留	RenderGraphExecutionException	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
545	SomeEngine.RenderGraph	SomeEngine.RenderGraph.RenderingExtent	RenderingExtent	改名	Extent2D	Vulkan 已有精确 Extent2D 结构。
546	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ResourceAcquisitionCpuTimings	ResourceAcquisitionCpuTimings	保留	ResourceAcquisitionCpuTimings	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
547	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ResourcePlacementRow	ResourcePlacementRow	删除	—	placement 只需 heap index+offset 两列；独立 Row 与 PhysicalPlacement 都删除。
548	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ShaderArgumentKind	ShaderArgumentKind	删除	—	descriptor binding 类型已经区分资源；ShaderArgumentKind 是重复判别器。
549	SomeEngine.RenderGraph	SomeEngine.RenderGraph.ShaderArgumentRow	ShaderArgumentRow	删除	—	query/bindless/shader argument 直接存于 PassData 的 typed collections；无额外 Row 类型。
550	SomeEngine.RenderGraph	SomeEngine.RenderGraph.StencilAttachmentDeclaration	StencilAttachmentDeclaration	删除	—	attachment 由 Unity 精确方法 SetRenderAttachment/SetRenderAttachmentDepth 声明，不再造参数 wrapper。
551	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureAccess	TextureAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
552	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureBindlessAccess	TextureBindlessAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
553	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureImport	TextureImport	合并	ResourceUnversionedData	import 数据并入标准 ResourceUnversionedData；Buffer/Texture 只通过 typed handle 区分。
554	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureRow	TextureRow	删除	—	resource/view canonical storage 直接复用 Desc + typed handle；不再为同一事实建立 Row 影子。
555	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureTransitionRow	TextureTransitionRow	合并	TextureBarrier	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
556	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureUnorderedAccessRow	TextureUnorderedAccessRow	合并	TextureBarrier	RG 编译结果直接生成标准 flat barrier，删除 RowKind/Payload/variant rows。
557	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureUse	TextureUse	合并	AccessFlags	Unity AccessFlags 已包含 Read/Write/Discard/WriteAll；不再维护 Use/PriorContents/Coverage 三套枚举。
558	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureViewAccess	TextureViewAccess	删除	—	access wrapper 类型退出；builder 直接接收 typed handle + Unity AccessFlags。
559	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TextureViewRow	TextureViewRow	删除	—	resource/view canonical storage 直接复用 Desc + typed handle；不再为同一事实建立 Row 影子。
560	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TopLevelAccelerationStructureInputsAccess	TopLevelAccelerationStructureInputsAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
